date,temp,temp_max,temp_min
1/25/2014,6.65,12.2,1.1
1/26/2014,4.45,8.3,0.6
1/27/2014,5.55,9.4,1.7
1/28/2014,8.6,11.1,6.1
1/29/2014,9.15,11.1,7.2
1/30/2014,7.2,8.3,6.1
1/31/2014,6.7,7.8,5.6
2/1/2014,5.3,7.8,2.8
2/2/2014,5,8.9,1.1
2/3/2014,2.5,5,0
2/4/2014,0.35,2.8,-2.1
2/5/2014,-3,-0.5,-5.5
2/6/2014,-3.8,-1.6,-6
2/7/2014,-0.8,3.3,-4.9
2/8/2014,2.55,5.6,-0.5
2/9/2014,1.95,3.9,0
2/10/2014,6.1,10,2.2
2/11/2014,8.9,12.2,5.6
2/12/2014,9.7,12.2,7.2
2/13/2014,10.3,12.8,7.8
2/14/2014,8.9,11.7,6.1
2/15/2014,8.05,11.1,5
2/16/2014,6.65,9.4,3.9
2/17/2014,6.35,8.3,4.4
2/18/2014,6.95,8.9,5
2/19/2014,6.1,8.3,3.9
2/20/2014,7.8,10,5.6
2/21/2014,5.3,6.7,3.9
2/22/2014,4.2,5.6,2.8
2/23/2014,5.55,7.2,3.9
2/24/2014,5,6.7,3.3
2/25/2014,8.05,12.2,3.9
2/26/2014,9.75,13.9,5.6
2/27/2014,8.6,12.8,4.4
2/28/2014,9.4,14.4,4.4
3/1/2014,5.8,7.2,4.4
3/2/2014,6.95,11.1,2.8
3/3/2014,11.65,14.4,8.9
3/4/2014,10.85,13.9,7.8
3/5/2014,13.1,15.6,10.6
3/6/2014,11.65,13.3,10
3/7/2014,12.25,15.6,8.9
3/8/2014,9.75,12.8,6.7
3/9/2014,12.2,15,9.4
3/10/2014,9.15,12.2,6.1
3/11/2014,9.4,14.4,4.4
3/12/2014,9.7,16.1,3.3
3/13/2014,9.45,13.9,5
3/14/2014,11.35,14.4,8.3
3/15/2014,10.55,16.7,4.4
3/16/2014,7.5,10.6,4.4
3/17/2014,6.4,10,2.8
3/18/2014,6.65,10,3.3
3/19/2014,7.2,11.1,3.3
3/20/2014,6.4,11.1,1.7
3/21/2014,6.7,10.6,2.8
3/22/2014,6.1,11.1,1.1
3/23/2014,8.6,12.8,4.4
3/24/2014,10.85,18.9,2.8
3/25/2014,10.3,13.9,6.7
3/26/2014,8.35,11.1,5.6
3/27/2014,9.45,12.2,6.7
3/28/2014,9.45,11.7,7.2
3/29/2014,9.45,11.7,7.2
3/30/2014,8.05,11.1,5
3/31/2014,8.9,15.6,2.2
4/1/2014,10.55,14.4,6.7
4/2/2014,10,14.4,5.6
4/3/2014,9.7,13.3,6.1
4/4/2014,9.45,12.8,6.1
4/5/2014,9.75,11.7,7.8
4/6/2014,11.1,13.9,8.3
4/7/2014,15.25,21.1,9.4
4/8/2014,11.95,15.6,8.3
4/9/2014,10.55,14.4,6.7
4/10/2014,10.85,15,6.7
4/11/2014,11.1,17.2,5
4/12/2014,11.95,16.1,7.8
4/13/2014,13.1,20.6,5.6
4/14/2014,12.8,20,5.6
4/15/2014,11.1,14.4,7.8
4/16/2014,10,11.1,8.9
4/17/2014,9.45,11.7,7.2
4/18/2014,10,14.4,5.6
4/19/2014,8.65,11.7,5.6
4/20/2014,10.6,15.6,5.6
4/21/2014,12.5,17.2,7.8
4/22/2014,8.6,12.2,5
4/23/2014,8.9,11.7,6.1
4/24/2014,10,13.9,6.1
4/25/2014,10,14.4,5.6
4/26/2014,10.3,15,5.6
4/27/2014,8.6,11.1,6.1
4/28/2014,10.25,16.1,4.4
4/29/2014,17.2,25,9.4
4/30/2014,18.6,27.8,9.4
5/1/2014,20.25,29.4,11.1
5/2/2014,14.45,18.3,10.6
5/3/2014,11.95,15,8.9
5/4/2014,11.65,14.4,8.9
5/5/2014,12.5,15.6,9.4
5/6/2014,12.5,16.7,8.3
5/7/2014,12.75,18.3,7.2
5/8/2014,11.65,13.9,9.4
5/9/2014,10.25,13.3,7.2
5/10/2014,11.4,15.6,7.2
5/11/2014,13.6,18.9,8.3
5/12/2014,16.9,24.4,9.4
5/13/2014,19.75,26.7,12.8
5/14/2014,20.55,27.8,13.3
5/15/2014,19.75,26.7,12.8
5/16/2014,15.85,20,11.7
5/17/2014,15.85,20,11.7
5/18/2014,15.3,20,10.6
5/19/2014,15.55,21.1,10
5/20/2014,16.1,22.2,10
5/21/2014,15.3,20,10.6
5/22/2014,18.05,24.4,11.7
5/23/2014,16.4,20,12.8
5/24/2014,14.7,18.3,11.1
5/25/2014,12.8,15,10.6
5/26/2014,14.7,18.3,11.1
5/27/2014,15,20,10
5/28/2014,14.45,18.9,10
5/29/2014,15,18.9,11.1
5/30/2014,14.75,20.6,8.9
5/31/2014,16.65,23.3,10
6/1/2014,16.4,22.2,10.6
6/2/2014,17.2,23.3,11.1
6/3/2014,14.7,18.3,11.1
6/4/2014,14.7,19.4,10
6/5/2014,16.1,22.2,10
6/6/2014,17.8,25,10.6
6/7/2014,18.85,24.4,13.3
6/8/2014,17.75,23.3,12.2
6/9/2014,17.2,21.1,13.3
6/10/2014,16.1,20,12.2
6/11/2014,17.5,23.9,11.1
6/12/2014,16.95,21.7,12.2
6/13/2014,13.35,15.6,11.1
6/14/2014,14.75,17.8,11.7
6/15/2014,14.15,18.3,10
6/16/2014,13.35,17.8,8.9
6/17/2014,13.9,17.8,10
6/18/2014,15,18.9,11.1
6/19/2014,18.65,25.6,11.7
6/20/2014,15,20,10
6/21/2014,16.4,22.2,10.6
6/22/2014,18.05,25,11.1
6/23/2014,19.15,25,13.3
6/24/2014,19.4,24.4,14.4
6/25/2014,20,26.1,13.9
6/26/2014,17.75,21.1,14.4
6/27/2014,17.5,21.1,13.9
6/28/2014,16.65,20,13.3
6/29/2014,16.7,20.6,12.8
6/30/2014,19.2,25.6,12.8
7/1/2014,25,34.4,15.6
7/2/2014,20.8,27.2,14.4
7/3/2014,17.8,21.7,13.9
7/4/2014,18.9,23.9,13.9
7/5/2014,18.85,24.4,13.3
7/6/2014,21.95,28.9,15
7/7/2014,22.5,27.2,17.8
7/8/2014,22.8,30,15.6
7/9/2014,20.3,26.7,13.9
7/10/2014,20.85,28.9,12.8
7/11/2014,23.05,31.1,15
7/12/2014,24.45,32.2,16.7
7/13/2014,22.2,29.4,15
7/14/2014,21.4,27.8,15
7/15/2014,22.5,31.1,13.9
7/16/2014,22.75,31.1,14.4
7/17/2014,20.3,26.7,13.9
7/18/2014,17.8,23.9,11.7
7/19/2014,20.3,25.6,15
7/20/2014,16.9,19.4,14.4
7/21/2014,18.6,23.9,13.3
7/22/2014,17.2,21.1,13.3
7/23/2014,16.1,18.9,13.3
7/24/2014,16.7,20.6,12.8
7/25/2014,17.5,22.8,12.2
7/26/2014,19.7,26.1,13.3
7/27/2014,21.65,28.3,15
7/28/2014,22.8,30.6,15
7/29/2014,22.8,30,15.6
7/30/2014,21.9,29.4,14.4
7/31/2014,24.2,30.6,17.8
8/1/2014,21.95,28.9,15
8/2/2014,22.5,29.4,15.6
8/3/2014,23.05,31.7,14.4
8/4/2014,24.45,32.8,16.1
8/5/2014,19.45,25,13.9
8/6/2014,20.55,26.1,15
8/7/2014,19.45,25.6,13.3
8/8/2014,19.45,25.6,13.3
8/9/2014,21.4,27.2,15.6
8/10/2014,22.25,30.6,13.9
8/11/2014,26.7,35.6,17.8
8/12/2014,22.2,27.2,17.2
8/13/2014,19.15,23.3,15
8/14/2014,19.15,21.1,17.2
8/15/2014,20.55,24.4,16.7
8/16/2014,20.6,25.6,15.6
8/17/2014,21.4,27.8,15
8/18/2014,22.5,29.4,15.6
8/19/2014,21.4,27.2,15.6
8/20/2014,17.8,21.7,13.9
8/21/2014,16.1,21.1,11.1
8/22/2014,18.6,23.9,13.3
8/23/2014,20.85,27.8,13.9
8/24/2014,19.15,25,13.3
8/25/2014,21.65,28.9,14.4
8/26/2014,23.35,31.1,15.6
8/27/2014,22.5,28.9,16.1
8/28/2014,18.85,23.3,14.4
8/29/2014,18.9,22.8,15
8/30/2014,16.4,17.8,15
8/31/2014,17.5,21.1,13.9
9/1/2014,18.05,23.3,12.8
9/2/2014,16.95,20,13.9
9/3/2014,16.7,20.6,12.8
9/4/2014,17.5,23.9,11.1
9/5/2014,20.85,27.8,13.9
9/6/2014,23.6,32.2,15
9/7/2014,20.8,28.3,13.3
9/8/2014,17.2,21.1,13.3
9/9/2014,17.5,21.7,13.3
9/10/2014,17.2,22.2,12.2
9/11/2014,18.6,24.4,12.8
9/12/2014,18.6,24.4,12.8
9/13/2014,19.15,28.3,10
9/14/2014,20.85,30,11.7
9/15/2014,21.4,30.6,12.2
9/16/2014,18.05,22.2,13.9
9/17/2014,18.6,22.8,14.4
9/18/2014,17.2,19.4,15
9/19/2014,20,23.9,16.1
9/20/2014,19.4,24.4,14.4
9/21/2014,19.45,26.1,12.8
9/22/2014,18.6,22.2,15
9/23/2014,16.65,18.9,14.4
9/24/2014,16.65,18.9,14.4
9/25/2014,18.05,21.7,14.4
9/26/2014,16.95,20,13.9
9/27/2014,16.15,20.6,11.7
9/28/2014,15.55,18.9,12.2
9/29/2014,13.9,16.7,11.1
9/30/2014,15.8,19.4,12.2
10/1/2014,14.7,18.3,11.1
10/2/2014,14.7,19.4,10
10/3/2014,15.55,22.2,8.9
10/4/2014,16.95,21.7,12.2
10/5/2014,17.8,23.9,11.7
10/6/2014,19.45,25.6,13.3
10/7/2014,16.4,18.9,13.9
10/8/2014,16.7,20.6,12.8
10/9/2014,14.15,17.2,11.1
10/10/2014,14.15,18.3,10
10/11/2014,15,18.3,11.7
10/12/2014,14.75,17.8,11.7
10/13/2014,15.55,21.1,10
10/14/2014,14.2,16.7,11.7
10/15/2014,13.9,16.1,11.7
10/16/2014,15.85,20.6,11.1
10/17/2014,14.2,16.7,11.7
10/18/2014,16.65,19.4,13.9
10/19/2014,17.5,22.2,12.8
10/20/2014,14.15,16.1,12.2
10/21/2014,13.9,16.1,11.7
10/22/2014,13.65,15.6,11.7
10/23/2014,11.35,14.4,8.3
10/24/2014,11.65,14.4,8.9
10/25/2014,12.5,16.7,8.3
10/26/2014,10.3,12.8,7.8
10/27/2014,11.15,15.6,6.7
10/28/2014,12.2,15,9.4
10/29/2014,14.2,16.7,11.7
10/30/2014,13.35,15.6,11.1
10/31/2014,10.55,12.8,8.3
11/1/2014,9.15,11.1,7.2
11/2/2014,10.25,13.3,7.2
11/3/2014,12.5,13.9,11.1
11/4/2014,12.5,14.4,10.6
11/5/2014,12.8,15,10.6
11/6/2014,13.65,16.7,10.6
11/7/2014,10.8,14.4,7.2
11/8/2014,8.35,12.8,3.9
11/9/2014,10.55,13.3,7.8
11/10/2014,8.35,11.1,5.6
11/11/2014,4.45,7.8,1.1
11/12/2014,3.35,6.7,0
11/13/2014,3.9,7.2,0.6
11/14/2014,2.55,7.2,-2.1
11/15/2014,3.35,8.3,-1.6
11/16/2014,3.65,9.4,-2.1
11/17/2014,4.25,10.6,-2.1
11/18/2014,3.35,7.2,-0.5
11/19/2014,6.65,11.1,2.2
11/20/2014,8.35,11.1,5.6
11/21/2014,9.7,11.1,8.3
11/22/2014,8.05,9.4,6.7
11/23/2014,9.2,12.8,5.6
11/24/2014,8.05,11.7,4.4
11/25/2014,11.65,13.9,9.4
11/26/2014,13.6,15,12.2
11/27/2014,13.05,14.4,11.7
11/28/2014,8.05,12.8,3.3
11/29/2014,0.05,4.4,-4.3
11/30/2014,-1.05,2.8,-4.9
12/1/2014,0.6,4.4,-3.2
12/2/2014,1.2,5.6,-3.2
12/3/2014,5,10,0
12/4/2014,6.1,8.3,3.9
12/5/2014,9.75,12.8,6.7
12/6/2014,9.75,11.7,7.8
12/7/2014,10.25,14.4,6.1
12/8/2014,11.65,14.4,8.9
12/9/2014,13.35,16.1,10.6
12/10/2014,14.45,18.9,10
12/11/2014,11.35,14.4,8.3
12/12/2014,9.15,11.1,7.2
12/13/2014,6.95,10,3.9
12/14/2014,7.25,12.8,1.7
12/15/2014,9.45,12.2,6.7
12/16/2014,9.15,10,8.3
12/17/2014,7.5,8.9,6.1
12/18/2014,8.05,9.4,6.7
12/19/2014,9.15,11.1,7.2
12/20/2014,9.75,12.8,6.7
12/21/2014,11.4,12.8,10
12/22/2014,8.35,10.6,6.1
12/23/2014,8.6,12.2,5
12/24/2014,5.55,7.2,3.9
12/25/2014,5.3,7.8,2.8
12/26/2014,3.65,5.6,1.7
12/27/2014,6.9,9.4,4.4
12/28/2014,4.75,6.7,2.8
12/29/2014,3.35,6.1,0.6
12/30/2014,0.6,3.3,-2.1
12/31/2014,0.3,3.3,-2.7
1/1/2015,1.2,5.6,-3.2
1/2/2015,2.8,5.6,0
1/3/2015,3.35,5,1.7
1/4/2015,6.95,10.6,3.3
1/5/2015,10.8,12.2,9.4
1/6/2015,9.15,12.2,6.1
1/7/2015,6.7,7.8,5.6
1/8/2015,4.75,7.8,1.7
1/9/2015,6.65,10,3.3
1/10/2015,6.95,7.8,6.1
1/11/2015,8.3,9.4,7.2
1/12/2015,7.75,11.1,4.4
1/13/2015,6.1,9.4,2.8
1/14/2015,3.35,6.1,0.6
1/15/2015,4.45,7.8,1.1
1/16/2015,8.65,11.7,5.6
1/17/2015,8.3,13.3,3.3
1/18/2015,10.55,13.9,7.2
1/19/2015,8.05,10,6.1
1/20/2015,6.65,10,3.3
1/21/2015,3.35,7.2,-0.5
1/22/2015,7.75,9.4,6.1
1/23/2015,10.25,12.2,8.3
1/24/2015,12.75,14.4,11.1
1/25/2015,12.2,17.2,7.2
1/26/2015,11.1,16.1,6.1
1/27/2015,9.7,11.1,8.3
1/28/2015,8.6,12.2,5
1/29/2015,7.75,12.2,3.3
1/30/2015,4.7,8.3,1.1
1/31/2015,5.25,7.2,3.3
2/1/2015,6.9,9.4,4.4
2/2/2015,8.05,11.1,5
2/3/2015,7.8,10,5.6
2/4/2015,7.5,10.6,4.4
2/5/2015,10.8,13.3,8.3
2/6/2015,12.2,14.4,10
2/7/2015,10.8,12.2,9.4
2/8/2015,11.65,15,8.3
2/9/2015,10.8,13.3,8.3
2/10/2015,10.55,12.8,8.3
2/11/2015,9.2,12.8,5.6
2/12/2015,13.05,16.7,9.4
2/13/2015,11.15,15.6,6.7
2/14/2015,10.55,14.4,6.7
2/15/2015,8.05,12.2,3.9
2/16/2015,10.3,15,5.6
2/17/2015,10.25,16.1,4.4
2/18/2015,8.3,12.2,4.4
2/19/2015,9.45,10.6,8.3
2/20/2015,9.15,11.1,7.2
2/21/2015,8.9,12.2,5.6
2/22/2015,7.5,11.7,3.3
2/23/2015,6.7,12.8,0.6
2/24/2015,6.65,11.1,2.2
2/25/2015,8.35,10,6.7
2/26/2015,9.75,11.7,7.8
2/27/2015,8.35,10,6.7
2/28/2015,7.75,12.2,3.3
3/1/2015,6.1,11.1,1.1
3/2/2015,7.75,11.1,4.4
3/3/2015,5.3,10.6,0
3/4/2015,6.15,12.8,-0.5
3/5/2015,8.05,13.3,2.8
3/6/2015,9.15,15,3.3
3/7/2015,10.3,16.7,3.9
3/8/2015,10.55,17.2,3.9
3/9/2015,9.4,14.4,4.4
3/10/2015,9.15,13.3,5
3/11/2015,11.65,14.4,8.9
3/12/2015,13.6,17.8,9.4
3/13/2015,12.5,17.2,7.8
3/14/2015,11.65,13.9,9.4
3/15/2015,8.35,10.6,6.1
3/16/2015,10,13.9,6.1
3/17/2015,8.85,13.3,4.4
3/18/2015,11.4,15.6,7.2
3/19/2015,11.95,15.6,8.3
3/20/2015,11.4,13.9,8.9
3/21/2015,10.8,13.3,8.3
3/22/2015,8.9,11.7,6.1
3/23/2015,8.35,11.1,5.6
3/24/2015,9.45,12.8,6.1
3/25/2015,10.8,14.4,7.2
3/26/2015,15.3,20.6,10
3/27/2015,13.6,18.3,8.9
3/28/2015,12.5,15.6,9.4
3/29/2015,12.25,15.6,8.9
3/30/2015,14.2,17.8,10.6
3/31/2015,9.45,12.8,6.1
4/1/2015,9.2,12.8,5.6
4/2/2015,9.45,13.3,5.6
4/3/2015,8.05,11.1,5
4/4/2015,8.35,12.8,3.9
4/5/2015,9.75,16.7,2.8
4/6/2015,10.3,13.9,6.7
4/7/2015,10.55,14.4,6.7
4/8/2015,11.65,17.2,6.1
4/9/2015,11.65,17.2,6.1
4/10/2015,10.85,13.9,7.8
4/11/2015,8.65,11.7,5.6
4/12/2015,9.45,13.3,5.6
4/13/2015,7.8,11.7,3.9
4/14/2015,7.25,11.7,2.8
4/15/2015,8.6,13.9,3.3
4/16/2015,10.85,17.8,3.9
4/17/2015,12.5,18.9,6.1
4/18/2015,13.6,18.9,8.3
4/19/2015,14.7,21.1,8.3
4/20/2015,15.3,22.8,7.8
4/21/2015,11.95,17.2,6.7
4/22/2015,10.3,15.6,5
4/23/2015,9.45,12.2,6.7
4/24/2015,9.15,12.2,6.1
4/25/2015,9.45,13.3,5.6
4/26/2015,10,15.6,4.4
4/27/2015,17.8,25,10.6
4/28/2015,12.25,15.6,8.9
4/29/2015,11.65,16.1,7.2
4/30/2015,12.5,17.2,7.8
5/1/2015,13.6,18.3,8.9
5/2/2015,13.05,18.3,7.8
5/3/2015,14.2,20.6,7.8
5/4/2015,12.2,17.2,7.2
5/5/2015,10.8,14.4,7.2
5/6/2015,11.95,16.7,7.2
5/7/2015,13.35,20.6,6.1
5/8/2015,16.1,23.9,8.3
5/9/2015,18.05,26.7,9.4
5/10/2015,15.25,19.4,11.1
5/11/2015,11.95,13.9,10
5/12/2015,13.1,15.6,10.6
5/13/2015,11.1,12.2,10
5/14/2015,13.6,17.8,9.4
5/15/2015,14.7,20,9.4
5/16/2015,13.35,15.6,11.1
5/17/2015,15,19.4,10.6
5/18/2015,18.9,25.6,12.2
5/19/2015,16.7,21.7,11.7
5/20/2015,16.95,23.3,10.6
5/21/2015,18.65,25.6,11.7
5/22/2015,14.2,16.7,11.7
5/23/2015,13.9,16.1,11.7
5/24/2015,14.45,17.8,11.1
5/25/2015,13.35,15.6,11.1
5/26/2015,16.7,21.7,11.7
5/27/2015,18.05,24.4,11.7
5/28/2015,20,27.8,12.2
5/29/2015,19.45,26.1,12.8
5/30/2015,16.4,22.8,10
5/31/2015,18.35,25,11.7
6/1/2015,13.9,16.1,11.7
6/2/2015,15.3,17.8,12.8
6/3/2015,15.85,20,11.7
6/4/2015,17.25,22.8,11.7
6/5/2015,19.75,26.7,12.8
6/6/2015,21.35,29.4,13.3
6/7/2015,23.35,31.1,15.6
6/8/2015,22.5,30.6,14.4
6/9/2015,21.65,28.9,14.4
6/10/2015,18.35,25.6,11.1
6/11/2015,17.75,24.4,11.1
6/12/2015,15.85,20,11.7
6/13/2015,16.65,23.9,9.4
6/14/2015,19.75,27.8,11.7
6/15/2015,23.05,30,16.1
6/16/2015,16.95,22.8,11.1
6/17/2015,18.05,25,11.1
6/18/2015,19.15,24.4,13.9
6/19/2015,18.6,23.9,13.3
6/20/2015,18.9,25,12.8
6/21/2015,19.75,25.6,13.9
6/22/2015,18.9,25,12.8
6/23/2015,18.9,26.1,11.7
6/24/2015,20.85,25.6,16.1
6/25/2015,23.1,30.6,15.6
6/26/2015,24.75,31.7,17.8
6/27/2015,25.25,33.3,17.2
6/28/2015,23.3,28.3,18.3
6/29/2015,23.05,28.9,17.2
6/30/2015,22.8,30.6,15
7/1/2015,24.7,32.2,17.2
7/2/2015,25.85,33.9,17.8
7/3/2015,25.55,33.3,17.8
7/4/2015,24.15,33.3,15
7/5/2015,24.75,32.8,16.7
7/6/2015,22.5,29.4,15.6
7/7/2015,20.55,27.2,13.9
7/8/2015,22.2,30,14.4
7/9/2015,21.65,28.9,14.4
7/10/2015,18.9,21.1,16.7
7/11/2015,19.45,22.2,16.7
7/12/2015,21.4,26.1,16.7
7/13/2015,20.85,25.6,16.1
7/14/2015,21.95,27.8,16.1
7/15/2015,20.25,26.1,14.4
7/16/2015,20.55,26.1,15
7/17/2015,20.85,27.8,13.9
7/18/2015,25.55,33.3,17.8
7/19/2015,26.1,35,17.2
7/20/2015,21.7,26.7,16.7
7/21/2015,19.45,23.9,15
7/22/2015,18.9,23.9,13.9
7/23/2015,20.25,26.1,14.4
7/24/2015,18.05,22.8,13.3
7/25/2015,17.75,21.1,14.4
7/26/2015,18.05,22.2,13.9
7/27/2015,17.75,23.3,12.2
7/28/2015,20.85,27.8,13.9
7/29/2015,23.3,32.2,14.4
7/30/2015,25.8,34.4,17.2
7/31/2015,26.1,34.4,17.8
8/1/2015,24.45,33.3,15.6
8/2/2015,23.35,30.6,16.1
8/3/2015,22.75,28.3,17.2
8/4/2015,20.25,26.1,14.4
8/5/2015,17.75,23.3,12.2
8/6/2015,20,25,15
8/7/2015,21.95,28.3,15.6
8/8/2015,20.3,25,15.6
8/9/2015,21.65,28.3,15
8/10/2015,22.5,28.9,16.1
8/11/2015,23.35,30,16.7
8/12/2015,22.5,28.3,16.7
8/13/2015,21.95,28.3,15.6
8/14/2015,16.65,18.3,15
8/15/2015,17.8,21.7,13.9
8/16/2015,19.7,25,14.4
8/17/2015,20.55,27.2,13.9
8/18/2015,22.5,30,15
8/19/2015,23.9,31.7,16.1
8/20/2015,18.6,22.8,14.4
8/21/2015,18.3,22.2,14.4
8/22/2015,19.45,26.7,12.2
8/23/2015,20.85,27.8,13.9
8/24/2015,18.05,23.9,12.2
8/25/2015,18.9,25.6,12.2
8/26/2015,21.1,28.3,13.9
8/27/2015,21.9,29.4,14.4
8/28/2015,19.45,23.3,15.6
8/29/2015,17.75,22.2,13.3
8/30/2015,16.4,20,12.8
8/31/2015,17.5,18.9,16.1
9/1/2015,16.65,19.4,13.9
9/2/2015,15.25,19.4,11.1
9/3/2015,14.45,18.3,10.6
9/4/2015,14.15,18.3,10
9/5/2015,14.75,20.6,8.9
9/6/2015,13.9,16.1,11.7
9/7/2015,17.2,21.1,13.3
9/8/2015,18.05,22.8,13.3
9/9/2015,19.15,24.4,13.9
9/10/2015,19.7,25,14.4
9/11/2015,21.1,27.2,15
9/12/2015,20.55,26.7,14.4
9/13/2015,16.7,20.6,12.8
9/14/2015,13.65,16.7,10.6
9/15/2015,13.9,17.8,10
9/16/2015,15,20,10
9/17/2015,15.55,18.3,12.8
9/18/2015,16.1,19.4,12.8
9/19/2015,17.75,21.1,14.4
9/20/2015,17.5,22.8,12.2
9/21/2015,13.85,18.3,9.4
9/22/2015,13.35,18.9,7.8
9/23/2015,14.45,20.6,8.3
9/24/2015,16.65,22.2,11.1
9/25/2015,14.2,15.6,12.8
9/26/2015,14.15,18.3,10
9/27/2015,12.5,17.8,7.2
9/28/2015,15.25,21.1,9.4
9/29/2015,15.3,21.7,8.9
9/30/2015,14.15,18.3,10
10/1/2015,15.25,21.1,9.4
10/2/2015,12.8,15.6,10
10/3/2015,15.25,19.4,11.1
10/4/2015,16.4,22.8,10
10/5/2015,16.35,23.3,9.4
10/6/2015,14.15,18.3,10
10/7/2015,15,16.1,13.9
10/8/2015,16.1,18.9,13.3
10/9/2015,15.8,19.4,12.2
10/10/2015,17.2,21.1,13.3
10/11/2015,14.2,17.8,10.6
10/12/2015,14.45,18.3,10.6
10/13/2015,13.05,16.7,9.4
10/14/2015,12.5,15,10
10/15/2015,15.25,21.1,9.4
10/16/2015,14.45,20,8.9
10/17/2015,15.55,19.4,11.7
10/18/2015,13.9,15,12.8
10/19/2015,14.7,17.2,12.2
10/20/2015,14.2,17.8,10.6
10/21/2015,12.2,16.1,8.3
10/22/2015,12.5,16.1,8.9
10/23/2015,10,12.8,7.2
10/24/2015,11.95,15,8.9
10/25/2015,14.15,19.4,8.9
10/26/2015,11.1,12.2,10
10/27/2015,11.95,16.1,7.8
10/28/2015,12.5,13.9,11.1
10/29/2015,13.6,15,12.2
10/30/2015,14.45,17.2,11.7
10/31/2015,13.65,15.6,11.7
11/1/2015,10.55,12.2,8.9
11/2/2015,9.15,11.1,7.2
11/3/2015,7.8,10.6,5
11/4/2015,6.65,10,3.3
11/5/2015,9.75,11.7,7.8
11/6/2015,11.95,15.6,8.3
11/7/2015,10.8,12.2,9.4
11/8/2015,9.45,11.1,7.8
11/9/2015,7.5,10,5
11/10/2015,7.5,11.1,3.9
11/11/2015,8.6,11.1,6.1
11/12/2015,8.05,11.1,5
11/13/2015,11.35,13.3,9.4
11/14/2015,7.75,9.4,6.1
11/15/2015,5.55,8.9,2.2
11/16/2015,5.3,8.9,1.7
11/17/2015,10,13.3,6.7
11/18/2015,6.1,8.9,3.3
11/19/2015,5.85,8.9,2.8
11/20/2015,4.45,8.3,0.6
11/21/2015,4.75,8.9,0.6
11/22/2015,5.85,10,1.7
11/23/2015,3.35,6.7,0
11/24/2015,4.75,6.7,2.8
11/25/2015,3.6,7.2,0
11/26/2015,4.2,9.4,-1
11/27/2015,3.9,9.4,-1.6
11/28/2015,2.25,7.2,-2.7
11/29/2015,-0.2,1.7,-2.1
11/30/2015,0.9,5.6,-3.8
12/1/2015,6.95,10,3.9
12/2/2015,7.5,10.6,4.4
12/3/2015,11.7,15.6,7.8
12/4/2015,8.35,10.6,6.1
12/5/2015,8.05,10,6.1
12/6/2015,10,12.8,7.2
12/7/2015,9.7,11.1,8.3
12/8/2015,12.8,15.6,10
12/9/2015,10,12.2,7.8
12/10/2015,8.9,11.7,6.1
12/11/2015,6.9,9.4,4.4
12/12/2015,7.25,8.9,5.6
12/13/2015,6.95,7.8,6.1
12/14/2015,4.75,7.8,1.7
12/15/2015,3.9,6.7,1.1
12/16/2015,4.45,6.1,2.8
12/17/2015,5.3,6.7,3.9
12/18/2015,6.65,8.9,4.4
12/19/2015,5.55,8.3,2.8
12/20/2015,6.1,7.8,4.4
12/21/2015,4.2,5.6,2.8
